loss,mean_iou,val_loss,val_mean_iou,lr
3.9092600345611572,0.0003136641171295196,3.2855136394500732,0.0003192001604475081,0.001
3.1927194595336914,0.0003133235441055149,3.1144208908081055,0.0003125140501651913,0.001
3.0775768756866455,0.00031630985904484987,3.0277390480041504,0.00032485066913068295,0.001
3.016669988632202,0.0003344642464071512,3.013815402984619,0.00032800843473523855,0.001
2.9724388122558594,0.0003368290199432522,3.008115768432617,0.00032519534579478204,0.001
2.928135633468628,0.0003547988017089665,3.01692795753479,0.00034582667285576463,0.001
2.9074785709381104,0.0003581329947337508,2.984562397003174,0.0003438236308284104,0.001
2.8658194541931152,0.00037705377326346934,2.984738349914551,0.0003478263970464468,0.001
2.8322370052337646,0.00039077410474419594,3.004940986633301,0.0003250333829782903,0.001
2.819342613220215,0.0004026067035738379,2.9999330043792725,0.000347356399288401,0.001
2.7584731578826904,0.0004347962385509163,3.019104242324829,0.0003445804468356073,0.001
2.7481021881103516,0.0004410520486999303,3.0115580558776855,0.00033875906956382096,0.001
2.7138524055480957,0.0004812142869923264,3.035828113555908,0.00034866546047851443,0.001
2.6666488647460938,0.000505937437992543,3.1440508365631104,0.00037248097942210734,0.001
2.6511754989624023,0.0005040561081841588,3.0597095489501953,0.0003661869268398732,0.001
2.60261869430542,0.0005354523309506476,3.063932180404663,0.00037144438829272985,0.001
2.555283546447754,0.0005737783503718674,3.1004884243011475,0.00038540258537977934,0.001
2.515693187713623,0.000622350606136024,3.083118438720703,0.00036598119186237454,0.001
2.474595308303833,0.0006436825497075915,3.1656334400177,0.0003851502842735499,0.001
2.46055269241333,0.0006581894704140723,3.122342824935913,0.0003460183215793222,0.001
2.3910982608795166,0.0007010040571913123,3.1686694622039795,0.0003730322059709579,0.001
2.398975372314453,0.0007186306756921113,3.1520378589630127,0.0003695389023050666,0.001
2.337049722671509,0.0007564189727418125,3.1838860511779785,0.00036993762478232384,0.001
2.3086493015289307,0.0007993704057298601,3.1789755821228027,0.0003632822772487998,0.001
2.2935099601745605,0.0007913825684227049,3.233224630355835,0.0003627343976404518,0.001
2.251626968383789,0.0008284413488581777,3.2630410194396973,0.00037177946069277823,0.001
2.2252848148345947,0.0008817174239084125,3.2058355808258057,0.0003745827707462013,0.001
2.1993823051452637,0.0008996943943202496,3.214092493057251,0.00039042026037350297,0.001
2.132281541824341,0.0009376105153933167,3.3396081924438477,0.0004228726902510971,0.001
2.1302590370178223,0.0009533146512694657,3.2920711040496826,0.00039445556467399,0.001
2.0995402336120605,0.0010040197521448135,3.2841503620147705,0.000364653707947582,0.001
2.0509254932403564,0.0010467336978763342,3.2879695892333984,0.00039524672320112586,0.001
2.021446466445923,0.001090457197278738,3.2556886672973633,0.00039109590579755604,0.001
2.0251429080963135,0.0010642858687788248,3.2617199420928955,0.00038263696478679776,0.001
1.9862841367721558,0.0011089316103607416,3.352633237838745,0.00038423456135205925,0.001
1.961331844329834,0.0011381906224414706,3.354951858520508,0.00039620950701646507,0.001
1.9243930578231812,0.0011912226909771562,3.359882354736328,0.0003818441473413259,0.001
1.8885529041290283,0.001223572064191103,3.3504116535186768,0.0003960663452744484,0.001
1.8669674396514893,0.0012441196013242006,3.2679076194763184,0.00036921107675880194,0.001
1.8422740697860718,0.0013025187654420733,3.355757713317871,0.0003654129395727068,0.001
1.808707594871521,0.0013219498796388507,3.485389471054077,0.0003869717475026846,0.001
1.7776844501495361,0.0013563348911702633,3.4135584831237793,0.00037486269138753414,0.001
1.7450774908065796,0.0014037854271009564,3.4052062034606934,0.0004109668079763651,0.001
1.7353007793426514,0.0014333457220345736,3.3922653198242188,0.00037489712121896446,0.001
1.7226976156234741,0.001448294147849083,3.436716079711914,0.00037316553061828017,0.001
1.7144575119018555,0.0014414668548852205,3.4412848949432373,0.00037857634015381336,0.001
1.692747950553894,0.001482442137785256,3.4509668350219727,0.00039500847924500704,0.001
1.6803721189498901,0.0015032660448923707,3.4490771293640137,0.00040091219125315547,0.001
1.6465826034545898,0.0015296514611691236,3.4621708393096924,0.0004014722944702953,0.001
1.6349716186523438,0.0015512628015130758,3.4765894412994385,0.0003835538518615067,0.001
